Filename,Touches
tests/src/com/mendhak/gpslogger/Common.java,2
tests/src/com/mendhak/gpslogger/GpsMainActivityAnnotation.java,3
tests/src/com/mendhak/gpslogger/GpsMainActivityBasicLogging.java,3
tests/src/com/mendhak/gpslogger/GpsMainActivityTest.java,3
tests/src/com/mendhak/gpslogger/GpsMainContinuity.java,3
tests/src/com/mendhak/gpslogger/README.txt,3
GPSLogger/src/net/jvw/gpslogger/loggers/PlainTextFileLogger.java,2
GPSLogger/src/com/mendhak/gpslogger/senders/gdocs/GDocsAuthorizationActivity.java,2
GPSLogger/src/com/mendhak/gpslogger/senders/osm/OSMSettingsActivity.java,3
GPSLogger/src/com/mendhak/gpslogger/loggers/Kml10FileLogger.java,12
GPSLogger/src/com/mendhak/gpslogger/senders/IAutoSendHelper.java,2
GPSLogger/src/com/mendhak/gpslogger/loggers/GpxPoint.java,3
GPSLogger/src/com/mendhak/gpslogger/loggers/IGpsLoggerSaxHandler.java,2
GPSLogger/src/com/mendhak/gpslogger/loggers/FileLoggingHelper.java,2
GPSLogger/src/com/mendhak/gpslogger/loggers/IFileLoggingHelperCallback.java,2
GPSLogger/src/com/mendhak/gpslogger/AutoEmailActivity.java,8
GPSLogger/src/com/mendhak/gpslogger/OSMAuthorizationActivity.java,3
GPSLogger/src/com/mendhak/gpslogger/OSMSettingsActivity.java,4
GPSLogger/src/com/mendhak/gpslogger/Utilities.java,30
GPSLogger/src/com/mendhak/gpslogger/helpers/AlarmReceiver.java,5
GPSLogger/src/com/mendhak/gpslogger/helpers/AutoEmailHelper.java,12
GPSLogger/src/com/mendhak/gpslogger/helpers/FileLoggingHelper.java,8
GPSLogger/src/com/mendhak/gpslogger/helpers/GeneralLocationListener.java,10
GPSLogger/src/com/mendhak/gpslogger/helpers/Mail.java,3
GPSLogger/src/com/mendhak/gpslogger/helpers/OSMHelper.java,6
GPSLogger/src/com/mendhak/gpslogger/helpers/StartupReceiver.java,3
GPSLogger/src/com/mendhak/gpslogger/helpers/ZipHelper.java,2
GPSLogger/src/com/mendhak/gpslogger/interfaces/IAutoSendHelper.java,2
GPSLogger/src/com/mendhak/gpslogger/interfaces/IFileLoggingHelperCallback.java,2
GPSLogger/src/com/mendhak/gpslogger/interfaces/IGpsLoggerSaxHandler.java,3
GPSLogger/src/com/mendhak/gpslogger/interfaces/IGpsLoggerServiceClient.java,7
GPSLogger/src/com/mendhak/gpslogger/interfaces/IMessageBoxCallback.java,2
GPSLogger/src/com/mendhak/gpslogger/model/AppSettings.java,10
GPSLogger/src/com/mendhak/gpslogger/model/GpxPoint.java,4
GPSLogger/src/com/mendhak/gpslogger/model/Session.java,4
GPSLogger/src/com/mendhak/gpslogger/helpers/GpxSaxHandler.java,2
GPSLogger/src/com/mendhak/gpslogger/helpers/KmlSaxHandler.java,2
GPSLogger/src/com/mendhak/gpslogger/helpers/SimpleCrypto.java,2
GPSLogger/src/com/mendhak/gpslogger/helpers/Base64.java,5
GPSLogger/src/com/mendhak/gpslogger/SeeMyMapSetupActivity.java,11
GPSLogger/src/com/mendhak/gpslogger/helpers/SeeMyMapHelper.java,8
GPSLogger/src/com/mendhak/gpslogger/helpers/SeeMyMapSetupHelper.java,5
GPSLogger/src/com/mendhak/gpslogger/providers/GpxSaxHandler.java,2
GPSLogger/src/com/mendhak/gpslogger/OAuthReceiver.java,2
GPSLogger/src/com/mendhak/gpslogger/helpers/AutoEmailSetupHelper.java,3
GPSLogger/src/com/mendhak/gpslogger/TestPreference.java,2
